new_index,Year,County,BU / ACRE,county_small
2008-Faribault County,2008,FARIBAULT,184.0,Faribault County
2008-Freeborn County,2008,FREEBORN,179.0,Freeborn County
2008-Grant County,2008,GRANT,150.0,Grant County
2008-Hennepin County,2008,HENNEPIN,143.0,Hennepin County
2008-Isanti County,2008,ISANTI,121.0,Isanti County
2008-Jackson County,2008,JACKSON,170.0,Jackson County
2008-Kanabec County,2008,KANABEC,125.0,Kanabec County
2008-Kandiyohi County,2008,KANDIYOHI,164.0,Kandiyohi County
2008-Kittson County,2008,KITTSON,115.0,Kittson County
2008-Lac Qui Parle County,2008,LAC QUI PARLE,134.0,Lac Qui Parle County
2008-Le Sueur County,2008,LE SUEUR,167.0,Le Sueur County
2008-Lincoln County,2008,LINCOLN,146.0,Lincoln County
2008-Lyon County,2008,LYON,157.0,Lyon County
2008-Marshall County,2008,MARSHALL,109.0,Marshall County
2008-Martin County,2008,MARTIN,177.0,Martin County
2008-Mcleod County,2008,MCLEOD,176.0,Mcleod County
2008-Meeker County,2008,MEEKER,165.0,Meeker County
2008-Mille Lacs County,2008,MILLE LACS,125.0,Mille Lacs County
2008-Morrison County,2008,MORRISON,126.0,Morrison County
2008-Murray County,2008,MURRAY,168.0,Murray County
2008-Nicollet County,2008,NICOLLET,184.0,Nicollet County
2008-Nobles County,2008,NOBLES,171.0,Nobles County
2008-Norman County,2008,NORMAN,136.0,Norman County
2008-Other (Combined) Counties County,2008,OTHER (COMBINED) COUNTIES,122.0,Other (Combined) Counties County
2008-Other (Combined) Counties County,2008,OTHER (COMBINED) COUNTIES,87.0,Other (Combined) Counties County
2008-Otter Tail County,2008,OTTER TAIL,144.0,Otter Tail County
2008-Pennington County,2008,PENNINGTON,115.0,Pennington County
2008-Pine County,2008,PINE,117.0,Pine County
2008-Pipestone County,2008,PIPESTONE,160.0,Pipestone County
2008-Pope County,2008,POPE,154.0,Pope County
2008-Red Lake County,2008,RED LAKE,123.0,Red Lake County
2008-Redwood County,2008,REDWOOD,171.0,Redwood County
2008-Renville County,2008,RENVILLE,173.0,Renville County
2008-Rice County,2008,RICE,169.0,Rice County
2008-Rock County,2008,ROCK,180.0,Rock County
2008-Roseau County,2008,ROSEAU,102.0,Roseau County
2008-Scott County,2008,SCOTT,175.0,Scott County
2008-Sherburne County,2008,SHERBURNE,167.0,Sherburne County
2008-Sibley County,2008,SIBLEY,185.0,Sibley County
2008-Stearns County,2008,STEARNS,149.0,Stearns County
2008-Steele County,2008,STEELE,169.0,Steele County
2008-Stevens County,2008,STEVENS,154.0,Stevens County
2008-Swift County,2008,SWIFT,158.0,Swift County
2008-Todd County,2008,TODD,120.0,Todd County
2008-Traverse County,2008,TRAVERSE,132.0,Traverse County
2008-Wadena County,2008,WADENA,129.0,Wadena County
2008-Waseca County,2008,WASECA,180.0,Waseca County
2008-Washington County,2008,WASHINGTON,152.0,Washington County
2008-Watonwan County,2008,WATONWAN,173.0,Watonwan County
2008-Wilkin County,2008,WILKIN,144.0,Wilkin County
2008-Wright County,2008,WRIGHT,140.0,Wright County
2008-Yellow Medicine County,2008,YELLOW MEDICINE,143.0,Yellow Medicine County
2009-Anoka County,2009,ANOKA,159.0,Anoka County
2009-Benton County,2009,BENTON,154.0,Benton County
2009-Big Stone County,2009,BIG STONE,165.0,Big Stone County
2009-Blue Earth County,2009,BLUE EARTH,187.0,Blue Earth County
2009-Brown County,2009,BROWN,184.0,Brown County
2009-Carver County,2009,CARVER,187.0,Carver County
2009-Chippewa County,2009,CHIPPEWA,178.0,Chippewa County
2009-Chisago County,2009,CHISAGO,139.0,Chisago County
2009-Clay County,2009,CLAY,130.0,Clay County
2009-Cottonwood County,2009,COTTONWOOD,183.0,Cottonwood County
2009-Crow Wing County,2009,CROW WING,143.0,Crow Wing County
2009-Douglas County,2009,DOUGLAS,136.0,Douglas County
2009-Faribault County,2009,FARIBAULT,190.0,Faribault County
2009-Freeborn County,2009,FREEBORN,177.0,Freeborn County
2009-Grant County,2009,GRANT,158.0,Grant County
2009-Hennepin County,2009,HENNEPIN,180.0,Hennepin County
2009-Isanti County,2009,ISANTI,140.0,Isanti County
2009-Jackson County,2009,JACKSON,184.0,Jackson County
2009-Kanabec County,2009,KANABEC,125.0,Kanabec County
2009-Kandiyohi County,2009,KANDIYOHI,186.0,Kandiyohi County
2009-Lac Qui Parle County,2009,LAC QUI PARLE,176.0,Lac Qui Parle County
2009-Le Sueur County,2009,LE SUEUR,185.0,Le Sueur County
2009-Lincoln County,2009,LINCOLN,163.0,Lincoln County
2009-Lyon County,2009,LYON,174.0,Lyon County
2009-Mahnomen County,2009,MAHNOMEN,115.0,Mahnomen County
2009-Marshall County,2009,MARSHALL,115.0,Marshall County
2009-Martin County,2009,MARTIN,192.0,Martin County
2009-Mcleod County,2009,MCLEOD,183.0,Mcleod County
2009-Meeker County,2009,MEEKER,175.0,Meeker County
2009-Mille Lacs County,2009,MILLE LACS,144.0,Mille Lacs County
2009-Morrison County,2009,MORRISON,149.0,Morrison County
2009-Murray County,2009,MURRAY,183.0,Murray County
2009-Nicollet County,2009,NICOLLET,182.0,Nicollet County
2009-Nobles County,2009,NOBLES,180.0,Nobles County
2009-Norman County,2009,NORMAN,121.0,Norman County
2009-Other (Combined) Counties County,2009,OTHER (COMBINED) COUNTIES,109.0,Other (Combined) Counties County
2009-Other (Combined) Counties County,2009,OTHER (COMBINED) COUNTIES,105.0,Other (Combined) Counties County
2009-Otter Tail County,2009,OTTER TAIL,136.0,Otter Tail County
2009-Pennington County,2009,PENNINGTON,79.0,Pennington County
2009-Pine County,2009,PINE,132.0,Pine County
2009-Pipestone County,2009,PIPESTONE,168.0,Pipestone County
2009-Polk County,2009,POLK,105.0,Polk County
2009-Pope County,2009,POPE,155.0,Pope County
2009-Red Lake County,2009,RED LAKE,117.0,Red Lake County
2009-Redwood County,2009,REDWOOD,187.0,Redwood County
2009-Renville County,2009,RENVILLE,184.0,Renville County
2009-Rice County,2009,RICE,187.0,Rice County
2009-Rock County,2009,ROCK,179.0,Rock County
2009-Roseau County,2009,ROSEAU,105.0,Roseau County
2009-Scott County,2009,SCOTT,193.0,Scott County
2009-Sherburne County,2009,SHERBURNE,156.0,Sherburne County
2009-Sibley County,2009,SIBLEY,190.0,Sibley County
2009-Stearns County,2009,STEARNS,167.0,Stearns County
2009-Steele County,2009,STEELE,184.0,Steele County
2009-Stevens County,2009,STEVENS,161.0,Stevens County
2009-Swift County,2009,SWIFT,173.0,Swift County
2009-Todd County,2009,TODD,124.0,Todd County
2009-Traverse County,2009,TRAVERSE,159.0,Traverse County
2009-Wadena County,2009,WADENA,129.0,Wadena County
2009-Waseca County,2009,WASECA,186.0,Waseca County
2009-Washington County,2009,WASHINGTON,184.0,Washington County
2009-Watonwan County,2009,WATONWAN,184.0,Watonwan County
2009-Wilkin County,2009,WILKIN,119.0,Wilkin County
2009-Wright County,2009,WRIGHT,176.0,Wright County
2009-Yellow Medicine County,2009,YELLOW MEDICINE,173.0,Yellow Medicine County
2010-Aitkin County,2010,AITKIN,140.0,Aitkin County
2010-Anoka County,2010,ANOKA,138.7,Anoka County
2010-Becker County,2010,BECKER,132.3,Becker County
2010-Benton County,2010,BENTON,153.0,Benton County
2010-Big Stone County,2010,BIG STONE,162.8,Big Stone County
2010-Blue Earth County,2010,BLUE EARTH,174.1,Blue Earth County
2010-Brown County,2010,BROWN,186.2,Brown County
2010-Carlton County,2010,CARLTON,107.1,Carlton County
2010-Carver County,2010,CARVER,186.0,Carver County
2010-Chippewa County,2010,CHIPPEWA,180.8,Chippewa County
2010-Chisago County,2010,CHISAGO,152.7,Chisago County
2010-Clay County,2010,CLAY,147.0,Clay County
2010-Clearwater County,2010,CLEARWATER,95.8,Clearwater County
2010-Cottonwood County,2010,COTTONWOOD,180.4,Cottonwood County
2010-Crow Wing County,2010,CROW WING,134.7,Crow Wing County
2010-Douglas County,2010,DOUGLAS,160.2,Douglas County
2010-Faribault County,2010,FARIBAULT,178.8,Faribault County
2010-Freeborn County,2010,FREEBORN,183.1,Freeborn County
2010-Grant County,2010,GRANT,172.7,Grant County
2010-Hennepin County,2010,HENNEPIN,160.8,Hennepin County
2010-Isanti County,2010,ISANTI,137.6,Isanti County
2010-Jackson County,2010,JACKSON,185.7,Jackson County
2010-Kanabec County,2010,KANABEC,149.6,Kanabec County
2010-Kandiyohi County,2010,KANDIYOHI,175.5,Kandiyohi County
2010-Lac Qui Parle County,2010,LAC QUI PARLE,172.9,Lac Qui Parle County
2010-Le Sueur County,2010,LE SUEUR,182.7,Le Sueur County
2010-Lincoln County,2010,LINCOLN,161.9,Lincoln County
2010-Lyon County,2010,LYON,168.6,Lyon County
2010-Mahnomen County,2010,MAHNOMEN,139.0,Mahnomen County
2010-Marshall County,2010,MARSHALL,129.9,Marshall County
2010-Martin County,2010,MARTIN,188.0,Martin County
2010-Mcleod County,2010,MCLEOD,182.5,Mcleod County
2010-Meeker County,2010,MEEKER,178.1,Meeker County
2010-Mille Lacs County,2010,MILLE LACS,159.4,Mille Lacs County
2010-Morrison County,2010,MORRISON,159.1,Morrison County
2010-Murray County,2010,MURRAY,186.3,Murray County
2010-Nicollet County,2010,NICOLLET,176.7,Nicollet County
2010-Nobles County,2010,NOBLES,179.8,Nobles County
2010-Norman County,2010,NORMAN,141.7,Norman County
2010-Other (Combined) Counties County,2010,OTHER (COMBINED) COUNTIES,153.8,Other (Combined) Counties County
2010-Otter Tail County,2010,OTTER TAIL,158.3,Otter Tail County
2010-Pennington County,2010,PENNINGTON,100.0,Pennington County
2010-Pine County,2010,PINE,140.5,Pine County
2010-Pipestone County,2010,PIPESTONE,172.4,Pipestone County
2010-Polk County,2010,POLK,143.1,Polk County
2010-Pope County,2010,POPE,174.3,Pope County
2010-Red Lake County,2010,RED LAKE,130.5,Red Lake County
2010-Redwood County,2010,REDWOOD,184.0,Redwood County
2010-Renville County,2010,RENVILLE,186.1,Renville County
2010-Rice County,2010,RICE,191.0,Rice County
2010-Rock County,2010,ROCK,189.2,Rock County
2010-Scott County,2010,SCOTT,185.6,Scott County
2010-Sherburne County,2010,SHERBURNE,158.8,Sherburne County
2010-Sibley County,2010,SIBLEY,189.3,Sibley County
2010-Stearns County,2010,STEARNS,164.9,Stearns County
2010-Steele County,2010,STEELE,186.5,Steele County
2010-Stevens County,2010,STEVENS,179.7,Stevens County
2010-Swift County,2010,SWIFT,180.1,Swift County
2010-Todd County,2010,TODD,142.7,Todd County
2010-Traverse County,2010,TRAVERSE,165.2,Traverse County
2010-Wadena County,2010,WADENA,136.1,Wadena County
2010-Waseca County,2010,WASECA,186.0,Waseca County
2010-Washington County,2010,WASHINGTON,162.0,Washington County
2010-Watonwan County,2010,WATONWAN,183.1,Watonwan County
2010-Wilkin County,2010,WILKIN,153.5,Wilkin County
2010-Wright County,2010,WRIGHT,162.9,Wright County
2010-Yellow Medicine County,2010,YELLOW MEDICINE,173.8,Yellow Medicine County
2011-Anoka County,2011,ANOKA,117.2,Anoka County
2011-Becker County,2011,BECKER,121.5,Becker County
2011-Benton County,2011,BENTON,108.8,Benton County
2011-Big Stone County,2011,BIG STONE,111.0,Big Stone County
2011-Blue Earth County,2011,BLUE EARTH,171.1,Blue Earth County
2011-Brown County,2011,BROWN,162.8,Brown County
2011-Carver County,2011,CARVER,154.2,Carver County
2011-Chippewa County,2011,CHIPPEWA,155.1,Chippewa County
2011-Chisago County,2011,CHISAGO,131.3,Chisago County
2011-Clay County,2011,CLAY,113.6,Clay County
2011-Clearwater County,2011,CLEARWATER,104.2,Clearwater County
2011-Cottonwood County,2011,COTTONWOOD,164.4,Cottonwood County
2011-Crow Wing County,2011,CROW WING,107.6,Crow Wing County
2011-Douglas County,2011,DOUGLAS,123.3,Douglas County
2011-Faribault County,2011,FARIBAULT,174.1,Faribault County
2011-Freeborn County,2011,FREEBORN,179.2,Freeborn County
2011-Grant County,2011,GRANT,123.1,Grant County
2011-Hennepin County,2011,HENNEPIN,141.8,Hennepin County
2011-Isanti County,2011,ISANTI,124.4,Isanti County
2011-Jackson County,2011,JACKSON,161.3,Jackson County
2011-Kanabec County,2011,KANABEC,122.8,Kanabec County
2011-Kandiyohi County,2011,KANDIYOHI,149.7,Kandiyohi County
2011-Lac Qui Parle County,2011,LAC QUI PARLE,144.2,Lac Qui Parle County
2011-Le Sueur County,2011,LE SUEUR,158.2,Le Sueur County
2011-Lincoln County,2011,LINCOLN,145.7,Lincoln County
2011-Lyon County,2011,LYON,147.8,Lyon County
2011-Marshall County,2011,MARSHALL,114.3,Marshall County
2011-Martin County,2011,MARTIN,173.6,Martin County
2011-Mcleod County,2011,MCLEOD,146.1,Mcleod County
2011-Meeker County,2011,MEEKER,143.6,Meeker County
2011-Mille Lacs County,2011,MILLE LACS,99.1,Mille Lacs County
2011-Morrison County,2011,MORRISON,141.5,Morrison County
2011-Murray County,2011,MURRAY,166.4,Murray County
2011-Nicollet County,2011,NICOLLET,160.4,Nicollet County
2011-Nobles County,2011,NOBLES,174.6,Nobles County
2011-Norman County,2011,NORMAN,117.8,Norman County
2011-Other (Combined) Counties County,2011,OTHER (COMBINED) COUNTIES,70.0,Other (Combined) Counties County
2011-Other (Combined) Counties County,2011,OTHER (COMBINED) COUNTIES,127.3,Other (Combined) Counties County
2011-Otter Tail County,2011,OTTER TAIL,132.7,Otter Tail County
2011-Pine County,2011,PINE,130.8,Pine County
2011-Pipestone County,2011,PIPESTONE,152.2,Pipestone County
2011-Polk County,2011,POLK,124.6,Polk County
2011-Pope County,2011,POPE,136.7,Pope County
2011-Red Lake County,2011,RED LAKE,120.7,Red Lake County
2011-Redwood County,2011,REDWOOD,149.1,Redwood County
2011-Renville County,2011,RENVILLE,146.4,Renville County
2011-Rice County,2011,RICE,158.3,Rice County
2011-Rock County,2011,ROCK,180.6,Rock County
2011-Roseau County,2011,ROSEAU,105.7,Roseau County
2011-Scott County,2011,SCOTT,161.6,Scott County
2011-Sherburne County,2011,SHERBURNE,143.6,Sherburne County
2011-Sibley County,2011,SIBLEY,157.0,Sibley County
2011-Stearns County,2011,STEARNS,136.4,Stearns County
2011-Steele County,2011,STEELE,169.5,Steele County
2011-Stevens County,2011,STEVENS,139.1,Stevens County
2011-Swift County,2011,SWIFT,154.1,Swift County
2011-Todd County,2011,TODD,129.7,Todd County
2011-Traverse County,2011,TRAVERSE,111.5,Traverse County
2011-Wadena County,2011,WADENA,125.4,Wadena County
2011-Waseca County,2011,WASECA,175.9,Waseca County
2011-Washington County,2011,WASHINGTON,176.7,Washington County
2011-Watonwan County,2011,WATONWAN,177.4,Watonwan County
2011-Wilkin County,2011,WILKIN,120.7,Wilkin County
2011-Wright County,2011,WRIGHT,146.3,Wright County
2011-Yellow Medicine County,2011,YELLOW MEDICINE,155.2,Yellow Medicine County
2012-Anoka County,2012,ANOKA,129.8,Anoka County
2012-Becker County,2012,BECKER,139.3,Becker County
2012-Benton County,2012,BENTON,153.2,Benton County
2012-Big Stone County,2012,BIG STONE,162.9,Big Stone County
2012-Blue Earth County,2012,BLUE EARTH,170.5,Blue Earth County
2012-Brown County,2012,BROWN,158.4,Brown County
2012-Carlton County,2012,CARLTON,135.7,Carlton County
2012-Carver County,2012,CARVER,174.8,Carver County
2012-Chippewa County,2012,CHIPPEWA,179.5,Chippewa County
2012-Chisago County,2012,CHISAGO,142.8,Chisago County
2012-Clay County,2012,CLAY,148.4,Clay County
2012-Clearwater County,2012,CLEARWATER,105.0,Clearwater County
2012-Cottonwood County,2012,COTTONWOOD,156.7,Cottonwood County
2012-Douglas County,2012,DOUGLAS,166.4,Douglas County
2012-Faribault County,2012,FARIBAULT,177.0,Faribault County
2012-Freeborn County,2012,FREEBORN,173.1,Freeborn County
2012-Grant County,2012,GRANT,183.0,Grant County
2012-Hennepin County,2012,HENNEPIN,164.0,Hennepin County
2012-Isanti County,2012,ISANTI,131.0,Isanti County
2012-Jackson County,2012,JACKSON,177.2,Jackson County
2012-Kanabec County,2012,KANABEC,124.5,Kanabec County
2012-Kandiyohi County,2012,KANDIYOHI,186.2,Kandiyohi County
2012-Kittson County,2012,KITTSON,146.9,Kittson County
2012-Lac Qui Parle County,2012,LAC QUI PARLE,149.5,Lac Qui Parle County
2012-Le Sueur County,2012,LE SUEUR,162.1,Le Sueur County
2012-Lincoln County,2012,LINCOLN,143.8,Lincoln County
2012-Lyon County,2012,LYON,152.6,Lyon County
2012-Marshall County,2012,MARSHALL,127.9,Marshall County
2012-Martin County,2012,MARTIN,170.7,Martin County
2012-Mcleod County,2012,MCLEOD,179.6,Mcleod County
2012-Meeker County,2012,MEEKER,168.7,Meeker County
2012-Mille Lacs County,2012,MILLE LACS,146.0,Mille Lacs County
2012-Morrison County,2012,MORRISON,147.6,Morrison County
2012-Murray County,2012,MURRAY,150.7,Murray County
2012-Nicollet County,2012,NICOLLET,160.1,Nicollet County
2012-Nobles County,2012,NOBLES,155.5,Nobles County
2012-Norman County,2012,NORMAN,121.8,Norman County
2012-Other (Combined) Counties County,2012,OTHER (COMBINED) COUNTIES,110.5,Other (Combined) Counties County
2012-Other (Combined) Counties County,2012,OTHER (COMBINED) COUNTIES,130.0,Other (Combined) Counties County
2012-Otter Tail County,2012,OTTER TAIL,150.1,Otter Tail County
2012-Pine County,2012,PINE,135.4,Pine County
2012-Pipestone County,2012,PIPESTONE,143.6,Pipestone County
2012-Polk County,2012,POLK,114.9,Polk County
2012-Pope County,2012,POPE,174.9,Pope County
2012-Red Lake County,2012,RED LAKE,132.5,Red Lake County
2012-Redwood County,2012,REDWOOD,164.1,Redwood County
2012-Renville County,2012,RENVILLE,173.6,Renville County
2012-Rice County,2012,RICE,186.1,Rice County
2012-Rock County,2012,ROCK,156.8,Rock County
2012-Roseau County,2012,ROSEAU,125.4,Roseau County
2012-Scott County,2012,SCOTT,166.1,Scott County
2012-Sherburne County,2012,SHERBURNE,141.4,Sherburne County
2012-Sibley County,2012,SIBLEY,171.8,Sibley County
2012-Stearns County,2012,STEARNS,166.6,Stearns County
2012-Steele County,2012,STEELE,176.8,Steele County
2012-Stevens County,2012,STEVENS,186.3,Stevens County
2012-Swift County,2012,SWIFT,182.8,Swift County
2012-Todd County,2012,TODD,130.7,Todd County
2012-Traverse County,2012,TRAVERSE,181.9,Traverse County
2012-Wadena County,2012,WADENA,129.8,Wadena County
2012-Waseca County,2012,WASECA,180.1,Waseca County
2012-Washington County,2012,WASHINGTON,164.8,Washington County
2012-Watonwan County,2012,WATONWAN,174.2,Watonwan County
2012-Wilkin County,2012,WILKIN,166.2,Wilkin County
2012-Wright County,2012,WRIGHT,167.1,Wright County
2012-Yellow Medicine County,2012,YELLOW MEDICINE,146.5,Yellow Medicine County
2013-Aitkin County,2013,AITKIN,74.2,Aitkin County
2013-Anoka County,2013,ANOKA,104.9,Anoka County
2013-Becker County,2013,BECKER,128.1,Becker County
2013-Beltrami County,2013,BELTRAMI,126.7,Beltrami County
2013-Benton County,2013,BENTON,94.7,Benton County
2013-Big Stone County,2013,BIG STONE,143.1,Big Stone County
2013-Blue Earth County,2013,BLUE EARTH,185.2,Blue Earth County
2013-Brown County,2013,BROWN,170.8,Brown County
2013-Carlton County,2013,CARLTON,156.1,Carlton County
2013-Carver County,2013,CARVER,153.6,Carver County
2013-Chippewa County,2013,CHIPPEWA,175.6,Chippewa County
2013-Chisago County,2013,CHISAGO,125.3,Chisago County
2013-Clay County,2013,CLAY,138.2,Clay County
2013-Cottonwood County,2013,COTTONWOOD,170.5,Cottonwood County
2013-Douglas County,2013,DOUGLAS,141.0,Douglas County
2013-Faribault County,2013,FARIBAULT,176.0,Faribault County
2013-Freeborn County,2013,FREEBORN,157.8,Freeborn County
2013-Grant County,2013,GRANT,160.3,Grant County
2013-Hennepin County,2013,HENNEPIN,154.7,Hennepin County
2013-Hubbard County,2013,HUBBARD,146.2,Hubbard County
2013-Isanti County,2013,ISANTI,112.1,Isanti County
2013-Jackson County,2013,JACKSON,175.2,Jackson County
2013-Kandiyohi County,2013,KANDIYOHI,168.8,Kandiyohi County
2013-Koochiching County,2013,KOOCHICHING,143.0,Koochiching County
2013-Lac Qui Parle County,2013,LAC QUI PARLE,169.7,Lac Qui Parle County
