index,County,"YIELD, MEASURED IN BU / ACRE"
2014-ST. LOUIS,ST. LOUIS,38.6
2014-STEARNS,STEARNS,59.8
2014-STEELE,STEELE,33.3
2014-SWIFT,SWIFT,91.0
2014-TODD,TODD,63.3
2014-WADENA,WADENA,65.5
2014-WASECA,WASECA,49.0
2014-WASHINGTON,WASHINGTON,39.4
2014-WRIGHT,WRIGHT,59.4
2015-AITKIN,AITKIN,64.9
2015-BECKER,BECKER,60.2
2015-BELTRAMI,BELTRAMI,85.1
2015-BROWN,BROWN,102.9
2015-CARVER,CARVER,83.7
2015-CASS,CASS,33.2
2015-CHISAGO,CHISAGO,72.3
2015-CLEARWATER,CLEARWATER,72.3
2015-HUBBARD,HUBBARD,41.3
2015-ITASCA,ITASCA,81.7
2015-KANABEC,KANABEC,71.0
2015-KOOCHICHING,KOOCHICHING,66.3
2015-LAKE OF THE WOODS,LAKE OF THE WOODS,75.9
2015-LINCOLN,LINCOLN,118.0
2015-MEEKER,MEEKER,85.7
2015-MORRISON,MORRISON,81.2
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,75.7
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,103.0
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,76.1
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,99.5
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,83.0
2015-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,66.2
2015-OTTER TAIL,OTTER TAIL,58.4
2015-PENNINGTON,PENNINGTON,83.8
2015-POLK,POLK,80.3
2015-POPE,POPE,58.5
2015-RENVILLE,RENVILLE,88.5
2015-RICE,RICE,100.0
2015-ROCK,ROCK,72.7
2015-ROSEAU,ROSEAU,69.2
2015-SCOTT,SCOTT,80.7
2015-SHERBURNE,SHERBURNE,60.4
2015-SIBLEY,SIBLEY,105.4
2015-ST. LOUIS,ST. LOUIS,73.8
2015-STEARNS,STEARNS,82.5
2015-STEELE,STEELE,95.0
2015-SWIFT,SWIFT,88.8
2015-TODD,TODD,72.3
2015-WADENA,WADENA,46.3
2015-WASECA,WASECA,118.1
2015-WASHINGTON,WASHINGTON,80.5
2015-YELLOW MEDICINE,YELLOW MEDICINE,81.3
2016-AITKIN,AITKIN,55.2
2016-BROWN,BROWN,82.8
2016-CARVER,CARVER,66.8
2016-CHISAGO,CHISAGO,85.0
2016-CLAY,CLAY,87.0
2016-CLEARWATER,CLEARWATER,69.5
2016-DOUGLAS,DOUGLAS,60.4
2016-FARIBAULT,FARIBAULT,112.1
2016-FREEBORN,FREEBORN,88.8
2016-KANABEC,KANABEC,66.7
2016-LE SUEUR,LE SUEUR,74.0
2016-MARSHALL,MARSHALL,82.0
2016-MARTIN,MARTIN,75.4
2016-MURRAY,MURRAY,81.2
2016-NICOLLET,NICOLLET,71.1
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,62.9
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.7
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,74.6
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.9
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,85.2
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.4
2016-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,64.5
2016-OTTER TAIL,OTTER TAIL,50.4
2016-PINE,PINE,61.3
2016-POPE,POPE,48.7
2016-RED LAKE,RED LAKE,98.2
2016-RENVILLE,RENVILLE,51.0
2016-RICE,RICE,67.2
2016-SIBLEY,SIBLEY,76.2
2016-ST. LOUIS,ST. LOUIS,53.3
2016-STEARNS,STEARNS,67.0
2016-TODD,TODD,58.2
2016-WADENA,WADENA,51.8
2016-WASECA,WASECA,82.9
2016-WRIGHT,WRIGHT,61.1
2017-AITKIN,AITKIN,45.4
2017-BECKER,BECKER,38.8
2017-BELTRAMI,BELTRAMI,67.9
2017-BENTON,BENTON,59.5
2017-BROWN,BROWN,90.1
2017-CARVER,CARVER,70.6
2017-CHISAGO,CHISAGO,60.3
2017-CLEARWATER,CLEARWATER,75.9
2017-DOUGLAS,DOUGLAS,70.1
2017-FARIBAULT,FARIBAULT,102.0
2017-HUBBARD,HUBBARD,50.9
2017-KANABEC,KANABEC,71.6
2017-KOOCHICHING,KOOCHICHING,60.3
2017-LAC QUI PARLE,LAC QUI PARLE,101.1
2017-LAKE OF THE WOODS,LAKE OF THE WOODS,91.2
2017-LE SUEUR,LE SUEUR,59.2
2017-LYON,LYON,80.9
2017-MARTIN,MARTIN,77.4
2017-MCLEOD,MCLEOD,66.4
2017-MURRAY,MURRAY,126.0
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,68.7
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,85.4
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,78.7
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,46.4
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,102.1
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,59.0
2017-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,71.7
2017-PINE,PINE,52.2
2017-RICE,RICE,64.1
2017-ROCK,ROCK,121.2
2017-SCOTT,SCOTT,80.0
2017-SIBLEY,SIBLEY,58.7
2017-ST. LOUIS,ST. LOUIS,66.7
2017-STEARNS,STEARNS,76.8
2017-STEELE,STEELE,69.9
2017-WADENA,WADENA,62.7
2018-AITKIN,AITKIN,37.8
2018-BECKER,BECKER,49.6
2018-BELTRAMI,BELTRAMI,58.9
2018-BROWN,BROWN,49.7
2018-CARVER,CARVER,55.2
2018-CLEARWATER,CLEARWATER,48.7
2018-CROW WING,CROW WING,38.0
2018-FARIBAULT,FARIBAULT,50.6
2018-FREEBORN,FREEBORN,61.3
2018-KANABEC,KANABEC,50.6
2018-KANDIYOHI,KANDIYOHI,64.1
2018-LAKE OF THE WOODS,LAKE OF THE WOODS,66.9
2018-MARTIN,MARTIN,43.4
2018-MCLEOD,MCLEOD,61.7
2018-MEEKER,MEEKER,63.6
2018-NOBLES,NOBLES,74.4
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,47.3
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,33.9
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,52.5
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,52.9
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,66.5
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,56.4
2018-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,79.5
2018-PINE,PINE,44.6
2018-REDWOOD,REDWOOD,53.3
2018-RICE,RICE,52.2
2018-ROCK,ROCK,85.9
2018-ROSEAU,ROSEAU,85.1
2018-SCOTT,SCOTT,48.8
2018-SIBLEY,SIBLEY,40.0
2018-ST. LOUIS,ST. LOUIS,40.6
2018-STEARNS,STEARNS,63.4
2018-STEELE,STEELE,44.7
2018-SWIFT,SWIFT,54.6
2018-TODD,TODD,50.2
2018-WASECA,WASECA,43.9
2018-WASHINGTON,WASHINGTON,72.7
2019-BECKER,BECKER,56.7
2019-BELTRAMI,BELTRAMI,68.1
2019-BENTON,BENTON,30.0
2019-BROWN,BROWN,47.5
2019-CARLTON,CARLTON,46.7
2019-CARVER,CARVER,39.2
2019-CLAY,CLAY,92.6
2019-CLEARWATER,CLEARWATER,66.1
2019-COTTONWOOD,COTTONWOOD,47.6
2019-CROW WING,CROW WING,42.8
2019-DOUGLAS,DOUGLAS,66.9
2019-FARIBAULT,FARIBAULT,47.9
2019-FREEBORN,FREEBORN,54.1
2019-KOOCHICHING,KOOCHICHING,52.0
2019-LE SUEUR,LE SUEUR,44.7
2019-MARTIN,MARTIN,48.0
2019-MURRAY,MURRAY,67.6
2019-NOBLES,NOBLES,41.5
2019-NORMAN,NORMAN,76.7
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,84.6
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.9
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,75.4
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,64.4
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,50.7
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,57.1
2019-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,44.5
2019-OTTER TAIL,OTTER TAIL,55.0
2019-PIPESTONE,PIPESTONE,82.0
2019-REDWOOD,REDWOOD,50.8
2019-RICE,RICE,69.8
2019-ROSEAU,ROSEAU,94.7
2019-SIBLEY,SIBLEY,39.8
2019-ST. LOUIS,ST. LOUIS,55.2
2019-STEARNS,STEARNS,63.2
2019-STEELE,STEELE,38.1
2019-TODD,TODD,45.7
2019-WADENA,WADENA,41.3
2019-WASHINGTON,WASHINGTON,59.4
2019-WATONWAN,WATONWAN,61.4
2019-WRIGHT,WRIGHT,40.7
2020-AITKIN,AITKIN,36.4
2020-BELTRAMI,BELTRAMI,73.4
2020-BENTON,BENTON,59.2
2020-BLUE EARTH,BLUE EARTH,81.4
2020-BROWN,BROWN,82.8
2020-CARVER,CARVER,66.9
2020-CHISAGO,CHISAGO,55.8
2020-CLAY,CLAY,88.8
2020-COTTONWOOD,COTTONWOOD,82.8
2020-DOUGLAS,DOUGLAS,58.6
2020-FREEBORN,FREEBORN,81.4
2020-HUBBARD,HUBBARD,39.9
2020-LAKE OF THE WOODS,LAKE OF THE WOODS,86.0
2020-MAHNOMEN,MAHNOMEN,93.2
2020-MARTIN,MARTIN,71.4
2020-MORRISON,MORRISON,38.2
2020-MURRAY,MURRAY,82.3
2020-NOBLES,NOBLES,73.3
2020-OTTER TAIL,OTTER TAIL,63.8
2020-PIPESTONE,PIPESTONE,84.9
2020-RICE,RICE,74.5
2020-ROCK,ROCK,90.5
2020-ROSEAU,ROSEAU,72.6
2020-SIBLEY,SIBLEY,72.0
2020-STEARNS,STEARNS,55.7
2020-SWIFT,SWIFT,113.8
2020-TODD,TODD,54.5
2020-WADENA,WADENA,42.1
2020-WASHINGTON,WASHINGTON,53.3
2020-WATONWAN,WATONWAN,64.2
2021-AITKIN,AITKIN,26.9
2021-BECKER,BECKER,49.1
2021-BENTON,BENTON,33.9
2021-BROWN,BROWN,68.8
2021-CARVER,CARVER,54.2
2021-COTTONWOOD,COTTONWOOD,85.4
2021-DOUGLAS,DOUGLAS,47.4
2021-FREEBORN,FREEBORN,84.3
2021-KANABEC,KANABEC,34.1
2021-KOOCHICHING,KOOCHICHING,52.5
2021-LYON,LYON,89.4
2021-MARTIN,MARTIN,83.1
2021-MCLEOD,MCLEOD,59.4
2021-MILLE LACS,MILLE LACS,45.7
2021-MORRISON,MORRISON,27.1
2021-NICOLLET,NICOLLET,100.2
2021-NOBLES,NOBLES,73.1
2021-NORMAN,NORMAN,52.8
2021-OTTER TAIL,OTTER TAIL,34.0
2021-PINE,PINE,28.9
2021-PIPESTONE,PIPESTONE,81.0
2021-POPE,POPE,42.3
2021-SIBLEY,SIBLEY,63.3
2021-ST. LOUIS,ST. LOUIS,65.0
2021-STEARNS,STEARNS,41.1
2021-STEELE,STEELE,81.2
2021-SWIFT,SWIFT,68.7
2021-TODD,TODD,36.6
2021-WATONWAN,WATONWAN,58.1
2021-WRIGHT,WRIGHT,48.6
